950,आधारनिलयः,ādhāranilayaḥ,The fundamental sustainer
951,अधाता,adhātā,Above whom there is no other to command
952,पुष्पहासः,puṣpahāsaḥ,He who shines like an opening flower
953,प्रजागरः,prajāgaraḥ,Ever-awakened
954,ऊर्ध्वगः,ūrdhvagaḥ,One who is on top of everything
955,सत्पथाचारः,satpathācāraḥ,One who walks the path of truth
956,प्राणदः,prāṇadaḥ,Giver of life
957,प्रणवः,praṇavaḥ,Omkara
958,पणः,paṇaḥ,The supreme universal manager
959,प्रमाणम्,pramāṇam,He whose form is the Vedas
960,प्राणनिलयः,prāṇanilayaḥ,He in whom all prana is established
961,प्राणभृत्,prāṇabhṛt,He who rules over all pranas
962,प्राणजीवनः,prāṇajīvanaḥ,He who maintains the life-breath in all living creatures
963,तत्त्वम्,tattvam,The reality
964,तत्त्वविद्,tattvavid,One who has realised the reality
965,एकात्मा,ekātmā,The one self
966,जन्ममृत्युजरातिगः,janmamṛtyujarātigaḥ,"One who knows no birth, death or old age in Himself"
967,भूर्भुवःस्वस्तरुः,bhūrbhuvaḥsvastaruḥ,"The tree of the three worlds (bhoo=terrestrial, svah=celestial and bhuvah=the world in between)"
968,तारः,tāraḥ,One who helps all to cross over
969,सविताः,savitāḥ,The father of all
970,प्रपितामहः,prapitāmahaḥ,The father of the father of beings (Brahma)
971,यज्ञः,yajñaḥ,One whose very nature is yajna
972,यज्ञपतिः,yajñapatiḥ,The Lord of all yajnas
973,यज्वा,yajvā,The one who performs yajna
974,यज्ञांगः,yajñāṃgaḥ,One whose limbs are the things employed in yajna
975,यज्ञवाहनः,yajñavāhanaḥ,One who fulfils yajnas in complete
976,यज्ञभृद्,yajñabhṛd,The ruler of the yajanas
977,यज्ञकृत्,yajñakṛt,One who performs yajna
978,यज्ञी,yajñī,Enjoyer of yajnas
979,यज्ञभुक्,yajñabhuk,Receiver of all that is offered
980,यज्ञसाधनः,yajñasādhanaḥ,One who fulfils all yajnas
981,यज्ञान्तकृत्,yajñāntakṛt,One who performs the concluding act of the yajna
982,यज्ञगुह्यम्,yajñaguhyam,The person to be realised by yajna
983,अन्नम्,annam,One who is food
984,अन्नादः,annādaḥ,One who eats the food
985,आत्मयोनिः,ātmayoniḥ,The uncaused cause
986,स्वयंजातः,svayaṃjātaḥ,Self-born
987,वैखानः,vaikhānaḥ,The one who cut through the earth
988,सामगायनः,sāmagāyanaḥ,One who sings the sama songs; one who loves hearing saama chants;
989,देवकीनन्दनः,devakīnandanaḥ,Son of Devaki
990,स्रष्टा,sraṣṭā,Creator
991,क्षितीशः,kṣitīśaḥ,The Lord of the earth
992,पापनाशनः,pāpanāśanaḥ,Destroyer of sin
993,शंखभृत्,śaṃkhabhṛt,One who has the divine Pancajanya
994,नन्दकी,nandakī,One who holds the Nandaka sword
995,चक्री,cakrī,Carrier of Sudarshana chakra
996,शार्ङ्गधन्वा,śārṅgadhanvā,One who aims His shaarnga bow
997,गदाधरः,gadādharaḥ,Carrier of Kaumodaki club
998,रथांगपाणिः,rathāṃgapāṇiḥ,One who has the wheel of a chariot as His weapon; One with the strings of the chariot in his hands;
999,अक्षोभ्यः,akṣobhyaḥ,One who cannot be annoyed by anyone
1000,सर्वप्रहरणायुधः,sarvapraharaṇāyudhaḥ,He who has all implements for all kinds of assault and fight
